"","clay_summary_geo[, 1]","mean","median","var"
"377","1400000US06037139001",21.5453968253968,24,13.788122062887
"378","1400000US06037139303",21.5871559633028,22,4.85682002158662
"379","1400000US06037139503",20.9977876106195,21,3.16850950689716
"380","1400000US06037139801",27.9583511319949,29,8.34071319605618
"381","1400000US06037141102",18.811100292113,19,9.11437958739758
"382","1400000US06037141303",22.9590643274854,23,4.05110528030732
"383","1400000US06037143100",20.6585148955091,20,11.4536207472202
"384","1400000US06037143902",15.4978206724782,15,8.63250848480453
"385","1400000US06037183101",14.2844480257857,16,23.808540199111
"386","1400000US06037183221",14.722850678733,16,20.8710061339633
"387","1400000US06037183520",12.9415094339623,11,20.1307878874345
"388","1400000US06037183702",20.7706502636204,18,115.459225786108
"389","1400000US06037185204",18.8822539949537,17,65.0063262283616
"390","1400000US06037186201",13.2944693572496,15,24.3188466117093
"391","1400000US06037186403",8.08554572271386,11,18.5835130695459
"392","1400000US06037188100",31.4082928651476,43,271.638541068159
"393","1400000US06037189101",10.0256916996047,11,109.54587328298
"394","1400000US06037189201",24.5913461538462,11,293.533804448564
"395","1400000US06037189702",15.6269063180828,15,46.0672647563415
"396","1400000US06037189903",27.1010101010101,17,263.806019377448
"397","1400000US06037190301",40.5058139534884,43,87.9902573944457
"398","1400000US06037190520",35.7796052631579,43,215.763147038388
"399","1400000US06037190901",30.3141025641026,43,277.143556817714
"400","1400000US06037191204",8.234375,11,18.8154411764706
"401","1400000US06037191420",9.61888111888112,11,31.043712427923
"402","1400000US06037191620",9.29151291512915,9,48.9702610359437
"403","1400000US06037191901",22.4727272727273,20,261.159518338083
"404","1400000US06037192300",11.2439893143366,11,35.9297209695827
"405","1400000US06037192410",11.1773288439955,11,34.5595303849986
